O,P
,1.0
,
,1.0
6.0,
,
,
,
4.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
,1.0
,
,
,1.0
,
,
,
,
,0.0
,0.0
2.0,
,
,
,0.0
,
,
3.0,
,
,
,
,
,
,0.0
,
,
,
,
,
4.0,
,
,
,
,
2.0,
,
,0.0
,
4.0,
,
,
,
,
,
3.0,
,
2.0,
,0.0
,
1.0,
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
1.0,0.0
,0.0
,
,0.0
,
,1.0
,1.0
2.0,
,
,
,
,
,
,
,
,
,0.0
,
3.0,
,0.0
,
,
,
,
,
,
,
,
2.0,
,
,
,
4.0,
,
,
,0.0
,
,
,
,
,
,
4.0,0.0
,
,
,1.0
,
,0.0
2.0,
,
,
,
,1.0
,
,
2.0,
,
,
,
4.0,
3.0,
,0.0
,
1.0,1.0
,0.0
,
,
,
,1.0
,
,
,
,
,
,
,
,0.0
,
,0.0
2.0,
,
,
,
,
,
,1.0
,
,0.0
,0.0
1.0,
,
,
,0.0
2.0,
,
5.0,
,
2.0,
3.0,
,
,0.0
,
1.0,
3.0,1.0
,
1.0,
,
11.0,
4.0,
,0.0
,
,
,
,
,
,
,
,
2.0,
,
,0.0
,1.0
,
,
,
,
,
1.0,
,
,
,
,0.0
,
,
2.0,1.0
,
,
,1.0
,
3.0,
,
1.0,
,0.0
,
,
,
,
,1.0
4.0,0.0
,
,0.0
4.0,
5.0,
,
,
3.0,
,
1.0,
,
,0.0
,
,
,
,0.0
,
,
,
3.0,
,0.0
,1.0
,
4.0,0.0
,
,
,
,
,
,1.0
,
,1.0
2.0,
,
,
,
,
,
2.0,
,0.0
,1.0
,
,0.0
,
4.0,
4.0,
,
,
,
,
,
,1.0
3.0,
1.0,
,
,
,
,
,0.0
1.0,
3.0,
,
,0.0
2.0,
,
1.0,
,
,
,
,0.0
,0.0
,
,
,
,
,
,0.0
,
,
,
,
,
,0.0
,
,
3.0,
,0.0
,
,
,
6.0,1.0
,
2.0,
,
,0.0
,
,
3.0,
,
,0.0
,
,1.0
,
,
1.0,
,
,
,
,
,
4.0,
,
,
,
,
,
,
,
,
,
1.0,
4.0,
,
,
,0.0
,
,
,1.0
,
2.0,
,
,
,
2.0,0.0
,
,
4.0,
1.0,
,1.0
,0.0
,
4.0,
,1.0
,1.0
,
1.0,
,
,1.0
4.0,
2.0,
,1.0
,
,
,
4.0,
,0.0
,
,
1.0,
,1.0
,
1.0,0.0
,0.0
,
,0.0
,
,
,
,
,
1.0,
1.0,1.0
1.0,
,
4.0,
,
1.0,
,1.0
,
,
,
,1.0
,
,
,
,
,1.0
,
,
,
,
,
,
,
,0.0
,
,
,
14.0,
2.0,0.0
,
,
,0.0
,
,
,1.0
,0.0
,
,
3.0,
,
,
,
,1.0
,
,0.0
3.0,
,
,
,
2.0,
2.0,
,
,
,
,
2.0,
,0.0
,
3.0,
,
,
,
1.0,1.0
,
,
,0.0
,
,1.0
1.0,
,
,
2.0,
,
,0.0
,
,
,
,
,
2.0,
,
,
5.0,
3.0,
,
,
,0.0
,0.0
4.0,
,
,
,
,
,
9.0,
,
,
,
2.0,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,1.0
,
,1.0
,
,
,
4.0,
,0.0
,
,
,0.0
3.0,
,1.0
,
,
2.0,
,
,
1.0,0.0
,
,1.0
,
,
,0.0
,
,
,
,
,
,
1.0,0.0
,
2.0,
,
,
,
1.0,
3.0,
,
4.0,0.0
,0.0
,
3.0,
,
4.0,
,
,1.0
,
,1.0
2.0,1.0
,
,
1.0,
,
,
,
,0.0
3.0,
,0.0
,
2.0,
2.0,
,
,
,
,
,
,
,
1.0,
,0.0
,
,
,
,0.0
,
,
,
2.0,
,
,
,
,
4.0,
2.0,
,
,
,
,
,
,0.0
,
2.0,
,
,
,0.0
2.0,
,
,
,0.0
,
,
,
,
,1.0
,
,
4.0,
,0.0
,
3.0,
,
,
,
,
6.0,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,
,0.0
,
,
,
3.0,
,
,
,
,
,
,
2.0,
,0.0
,
,1.0
,0.0
,0.0
6.0,0.0
2.0,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,1.0
,
,
,0.0
,
,
,
,
,
,
,
,
,
5.0,0.0
,
,
,0.0
,
,0.0
,0.0
,1.0
,
,
,
,
1.0,0.0
,
,
,
,
,0.0
2.0,
,
,
,
,
,
,
4.0,
,0.0
,
,
2.0,
,
,
,
2.0,
2.0,
,
,
4.0,
,
,1.0
,
2.0,
2.0,
3.0,
,0.0
,
,0.0
2.0,
,
,0.0
4.0,
2.0,
,
,
,
4.0,
,
113.0,
,1.0
,0.0
,
3.0,0.0
,0.0
1.0,
3.0,
,
,1.0
,
,
,
,
,
1.0,
,0.0
,
,
3.0,0.0
,
,0.0
1.0,
,
,0.0
3.0,
,
,0.0
,
,
,
8.0,
,1.0
,
,
,
,
,
,
,0.0
,
,0.0
,
,
,
,
,
,1.0
,
,0.0
,0.0
,0.0
,0.0
,
2.0,
1.0,
4.0,
,
,
2.0,
,
,
,0.0
,
,
5.0,
,1.0
,
,0.0
,
,
,1.0
,0.0
,0.0
,
,
,
,
4.0,1.0
,1.0
,
,
,
,
4.0,
,
2.0,
,
,
4.0,1.0
,
,
,
,
,
,
2.0,
,
,
,0.0
,
,
,
6.0,1.0
4.0,
,
,
,
3.0,
2.0,
,
,
,
2.0,1.0
,
,
,0.0
6.0,
,
,
,
,
,0.0
,
,
,
,
,
,
,0.0
3.0,
,
,0.0
,0.0
,
2.0,
4.0,
2.0,
,
,
,0.0
,
,
,
,
,
,
,1.0
,0.0
,0.0
,
,
,
,
4.0,
,
1.0,
,
,
,1.0
,
,0.0
,
,
3.0,
,
4.0,
,
,
,
,
,
,
,0.0
,0.0
,0.0
,
,
,
,1.0
,
,
1.0,
,
,
,
,
,
,
1.0,0.0
,
,
,
,
,0.0
,
,
,
,
,0.0
4.0,
,0.0
,0.0
,
,
,
,
,
4.0,
,
6.0,
,
,
,0.0
,
,
,
,0.0
,
1.0,
,0.0
,
,
5.0,
,
,
,0.0
,
,
,
,
,0.0
,
1.0,
,
,
,
,
,
,
3.0,
,
,
,
2.0,
,
,
,
,
,0.0
,
,
4.0,
,0.0
3.0,
,1.0
,
,
,
,
,
3.0,
,
,
,0.0
,
1.0,0.0
,
,
3.0,
,
,
,
1.0,
,0.0
,
,
9.0,
,
,
,
,
,
,
,
2.0,0.0
,
,
,0.0
3.0,
,
,
,0.0
3.0,
,
,1.0
,
,
,
,
,0.0
,
,
,
,
,0.0
,
3.0,
,
,
,
,1.0
,0.0
,
1.0,
,0.0
,
,
,
,
,
,
3.0,0.0
,
,
,1.0
,
,
,0.0
,
,
,
,
,
,
,
,1.0
,
4.0,
4.0,
,
,
,0.0
,0.0
,1.0
,
,
3.0,
,
,
,
2.0,
,0.0
,
,0.0
,
,
,
,
,
,0.0
,
,
,1.0
,
,
,
,0.0
,
,
,
,
,
,
,0.0
,
,
,
,
,1.0
,
,
,
,
,
1.0,1.0
2.0,
1.0,
,
,
2.0,
,
,1.0
,
,0.0
,
,1.0
,
,0.0
2.0,0.0
,
,
,
,1.0
,
1.0,0.0
2.0,
,
,
,
,
4.0,
2.0,
,
,
45.0,
,
,
,0.0
,
,
,
,
,0.0
,
,0.0
,
,
,
,
2.0,
,
,0.0
,
,0.0
,
,
,0.0
4.0,
,1.0
,0.0
,
,
,
,
2.0,0.0
3.0,
3.0,0.0
,
,
,
,
,
4.0,
,
,
,1.0
,
,
,
,0.0
,
,
,
,
,
3.0,
,0.0
,
,
,
,
,
,
,0.0
,0.0
,
,
,1.0
,
,1.0
,
,
2.0,
,
3.0,0.0
,
,
2.0,0.0
,
,0.0
1.0,
,
,0.0
,
,
1.0,
,1.0
4.0,
,
,
,
,0.0
4.0,
,
4.0,0.0
,
,
,
4.0,
2.0,
,
,
,
,
3.0,
,1.0
,
,
,
,
,
,
,1.0
,
,
4.0,
,
,
1.0,
,
6.0,
4.0,
,
4.0,
,
,
1.0,
,0.0
1.0,
,
,
,
2.0,
,
,
3.0,
,
1.0,
,
,0.0
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,1.0
,
,
,
,
,
,
,0.0
,
,
,
,0.0
,
,
4.0,
,0.0
,
,0.0
,
,
,
,
,
,
,
,
,0.0
,
,
,0.0
,
,1.0
,
,0.0
,
3.0,
,
,
,0.0
13.0,
,
,
,
,
,
2.0,
,
,
,
,
,0.0
,
,
4.0,
,
,
,0.0
,
,
,1.0
,
,
,0.0
,
,
,
,
4.0,1.0
,
,0.0
,
,
,
,
,
,
3.0,
,
1.0,
,
,
3.0,
,
,
,
2.0,
,
,1.0
1.0,
,
4.0,0.0
,
3.0,
2.0,
3.0,
,
,
,
,0.0
,
,
,
3.0,0.0
,0.0
,
,
,
,
,
5.0,0.0
4.0,
,
,
3.0,
,
,
,
2.0,
,
,
5.0,
4.0,
,
3.0,0.0
,
,
3.0,0.0
,
,
3.0,
,0.0
,
,
1.0,1.0
4.0,
,
,
,
,
4.0,0.0
,
,
3.0,
,
,
,
,
,0.0
,1.0
,0.0
,0.0
,
,
,
3.0,
,0.0
,
,0.0
1.0,
,0.0
,0.0
,
1.0,
,0.0
6.0,
,
,
,
,0.0
4.0,
,
,
2.0,
,
,0.0
,
,
,0.0
,
1.0,
,0.0
,
4.0,0.0
,
,0.0
3.0,
,
,
,
1.0,
,
4.0,0.0
,0.0
,
,
,1.0
,
,
,
5.0,
,
4.0,
,0.0
,
,
,
,
,
,
3.0,
,
,
1.0,
1.0,
,
,
4.0,1.0
,
,
,0.0
,
,
,
,0.0
,
,
3.0,
,
,
,
,0.0
,
,
1.0,
,
,
9.0,
3.0,
,
,0.0
,
,
,
3.0,0.0
,
,
5.0,
4.0,
,
,0.0
,
,
4.0,
,
,
,1.0
,
4.0,
,
,
,
1.0,
1.0,
,
,
,
,
,
,
5.0,
,
,
3.0,0.0
,
,
,0.0
,
,
,0.0
,
,
,
3.0,
4.0,
,
,0.0
,
2.0,
,
,0.0
3.0,
,
,
,
,
,
,
2.0,
,0.0
,
,
,1.0
,
1.0,1.0
,1.0
,0.0
,
,
,
,
,
,0.0
,
,
4.0,0.0
,
,
4.0,
,
,
,0.0
,
4.0,
,
,1.0
,
,0.0
,
,
,
,
2.0,
,
,
1.0,
,
4.0,
,0.0
,
,
,
,
,
,
,
2.0,
,0.0
,
4.0,
3.0,
,
,
,
,
,0.0
,
4.0,
,
,
,0.0
,
,1.0
,
,1.0
,
,
,
,
,
,0.0
3.0,
,
,0.0
,
4.0,
,0.0
,
,
,
3.0,
2.0,
1.0,
,0.0
,
,
,
3.0,1.0
,
4.0,
3.0,
,
,1.0
,
,
,
,0.0
,
,
,
1.0,0.0
4.0,
,
,
,
,
,1.0
,0.0
,
,
,0.0
,
,
,
,
,
,
,
6.0,
,
,
,
,0.0
,
,
,
2.0,
,
,
,
,
3.0,
,
,
,
,
,
,
,
,
3.0,
,0.0
4.0,
,1.0
,0.0
,
4.0,
,
,
3.0,
,
,
,
,
,1.0
2.0,
,
,
,
,
,
,
4.0,
,
,
,
,0.0
,
,0.0
,
,
,
,
,
,
,
2.0,1.0
,
,0.0
,
,0.0
,
,
,
,
5.0,0.0
,
,
3.0,
,
,
1.0,
,
,
,
,0.0
,
,0.0
,
4.0,
1.0,
3.0,
,0.0
,
,
,
,
,
,
,0.0
,0.0
1.0,
,
,0.0
4.0,
,
,
,0.0
,
,
,1.0
,
,0.0
,
,
,1.0
,0.0
,
,0.0
4.0,
,
,
,
,
,
,1.0
4.0,0.0
3.0,
,
,
,0.0
2.0,
,
,
,
2.0,
,
,
5.0,
,
,
,
,0.0
,
,
2.0,
,
,
,
,
,
,
2.0,
,
,
,
,
,
,
3.0,
,
4.0,
,
,
,0.0
,
,
,0.0
,
,
3.0,
,1.0
2.0,
,
,
,
,
,
,
2.0,
,
3.0,
,
,
,
,
,
,0.0
4.0,
,
,
4.0,
7.0,
,
,
,1.0
,
4.0,
,
,
,
,
,
,0.0
,
,
,
,
,
4.0,0.0
,
,
,0.0
,0.0
,
,
,
,
,
,
2.0,0.0
,
,
,
1.0,1.0
4.0,
3.0,
,1.0
,
,
4.0,
,
,
,
,
,
3.0,
,
,
,
,
,
,
,
,
,
4.0,
,
,
,1.0
,
,
,
,
,
,
3.0,
,
3.0,
,
,
,
4.0,
,
,0.0
,
,
,
,
,
4.0,
,0.0
,
,
,
,
,
,
,
3.0,
,
,
,0.0
,
,
4.0,1.0
,0.0
,0.0
,
3.0,
,
,
,
,
3.0,
,
2.0,
,
,0.0
4.0,0.0
,
,
,
,
,
,
,
,
,0.0
1.0,
,
,
2.0,
,
,0.0
,
,
,0.0
,
,
,
,
,
,0.0
,
,
,0.0
,
,
,
,
3.0,
,
,
,
,
,
1.0,0.0
,
,
,
,1.0
,0.0
,
,
,
4.0,
,
,
,
,
1.0,
,
,
,
,
,1.0
4.0,
,
,
,
,
3.0,
,
,
17.0,
4.0,
,1.0
1.0,
,
3.0,
,
,0.0
3.0,
2.0,
,
6.0,
,
,
,
,
,
,
1.0,0.0
,
,
,
,
,
,
,
,
,
,
4.0,
,
,
,
7.0,
,
,
,
,0.0
,
2.0,
,
,0.0
,0.0
,
,
,
,1.0
,
,
,
,
,
,0.0
,
,
,
,0.0
,
,
,
,
2.0,0.0
,
,1.0
,
,
,1.0
,
,1.0
,
2.0,
,0.0
5.0,
,
,0.0
,
,
,
,
,
4.0,
,0.0
3.0,
3.0,
,
,
,
1.0,
,
,
,
,
,
,0.0
4.0,
,
,
,
,0.0
,
,
,
,
,0.0
,
,
,
,
,
,
,
6.0,0.0
,
,
1.0,1.0
,
,1.0
,
,
,
,
,
3.0,
,
,
,
,
,
,
,
1.0,
,
,1.0
,
,
,
1.0,
,
,
8.0,
,
,
2.0,
,0.0
,
4.0,
,
,
,
,
,
,
,
,
2.0,
,
30.0,
,
,
,
,
,
,
,
,
,
,
1.0,0.0
,1.0
,
,
,
,
,0.0
,
1.0,
5.0,
,
,
,
,0.0
,
,
,
,
,
,1.0
,
,
192.0,
,
,1.0
4.0,
111.0,
1.0,
3.0,
,
2.0,
,
,
,
,
,
,
,
,0.0
2.0,0.0
,1.0
,
,
,
,
,0.0
,
,
,0.0
,
,
,
3.0,0.0
,
1.0,
,
1.0,
4.0,
,1.0
,
,
1.0,
,
,
,
,
3.0,
,
4.0,
,
,
,
,
2.0,
,
,1.0
2.0,
1.0,
,
,
,
,0.0
,
,
,
,
,
4.0,
,
,
,
,
,
,0.0
,0.0
,
,
,
4.0,
,0.0
1.0,0.0
,
,
,0.0
,
,
4.0,
,
,
,
,0.0
,
,
,
,
,
,
,
3.0,
,
,
,
,0.0
,
1.0,0.0
,
,
,
,
,
,
,
,
,
,
,
4.0,
,
,
,
3.0,
2.0,
,
,
,
,
,
2.0,
,
,
,0.0
,
,0.0
,0.0
1.0,0.0
,
18.0,
1.0,0.0
,
,1.0
,
,
,
1.0,1.0
,
,
,0.0
,
2.0,0.0
,
,0.0
,
,1.0
,
,
,
,
,
,
4.0,
1.0,
2.0,
,
,
,
,
,0.0
,
,0.0
,0.0
,
,
4.0,
,
,
,
,
,
,
,
,
,
,
4.0,
1.0,
1.0,
,
2.0,
,0.0
,
,1.0
,
,0.0
,
,
,
,
3.0,
,
,0.0
,
,
,
,
,
,
4.0,
2.0,
,
,0.0
2.0,
,
,0.0
,
,
,
,0.0
,
,1.0
,
4.0,
,
,0.0
,
2.0,
,
,
,
,
,0.0
4.0,
,
,0.0
4.0,
,0.0
,
1.0,
,
,
1.0,
,0.0
,
4.0,
,
,
,
,0.0
,1.0
,
4.0,
,
3.0,
,1.0
,
,1.0
,
,
,
4.0,
,
,
3.0,
,
,
3.0,0.0
,
,
,
2.0,
,0.0
,
,0.0
,
,
,0.0
,0.0
,
,
,
,
,0.0
3.0,
,
,
,
,
2.0,
,0.0
2.0,0.0
,
,
,
,
,
,
,0.0
3.0,
,0.0
,
,0.0
,0.0
,0.0
,
,
,
3.0,0.0
,0.0
,0.0
,0.0
4.0,
,
,
4.0,1.0
,
,
,
4.0,
,
,0.0
,
,
,
,
,
1.0,
,
,1.0
,
,
,0.0
,
,0.0
,
,
,
,
,
,
,
,
1.0,
,
,
,
2.0,
,
7.0,
,
,0.0
,
,
,
,
1.0,
,
,
,1.0
,
,
3.0,
4.0,
,
,
,
,
,
,0.0
,
,
,
,
,0.0
,0.0
,0.0
,
3.0,
,
,0.0
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
1.0,
4.0,
,
3.0,
,0.0
5.0,1.0
,
,
,
,
8.0,
,
,
,
,
,0.0
,
,
,
,
,
,
,0.0
,0.0
,0.0
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
2.0,
,
,
4.0,
,
8.0,
,
,
,
,
,
,
,
3.0,
,0.0
,
,
,
,
,
,
,1.0
,
1.0,0.0
,0.0
4.0,
,
,
,
4.0,
4.0,
,
,0.0
1.0,0.0
4.0,1.0
,
6.0,
,1.0
,
,
,
,
,
,
,
3.0,
,0.0
3.0,
2.0,0.0
,
2.0,
,
,
,
,
,
,0.0
1.0,
,
,
,
3.0,
,
,
3.0,
,
,0.0
4.0,
,
,
,
,
,
,
,
,0.0
,
,
,0.0
,
,
,
,0.0
1.0,
,0.0
,
,
,
,
,
4.0,
3.0,
,
,
,
,
,
,
3.0,
,1.0
,
4.0,
,0.0
,
,
4.0,
,
,
1.0,0.0
,0.0
,0.0
,
,0.0
2.0,0.0
,
,
,0.0
,
,
,
,
,0.0
3.0,
,
,
3.0,
4.0,
,
1.0,
,
4.0,
,
,
7.0,
,
5.0,
3.0,
,0.0
4.0,
,
,0.0
253.0,0.0
5.0,0.0
,0.0
,
,
,0.0
,0.0
,
,
,
,
,
,0.0
,0.0
,
,
,0.0
,
,
,
4.0,
,
4.0,
,
,
,
2.0,
4.0,
,
4.0,
,
,
,
3.0,
,
,
3.0,
,
3.0,
4.0,
,
,
,
,0.0
,
,
,1.0
,
,
,
,0.0
,
,0.0
,
,
,
,0.0
,1.0
,
,
,
,
4.0,
,
,
,
,1.0
2.0,
,
,0.0
4.0,1.0
,
,
4.0,
,0.0
12.0,0.0
,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,1.0
,
,
,
,
3.0,1.0
,
,
,
,
,
9.0,0.0
,
,
,
4.0,
,
,
,
,
,
4.0,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
,
,
,
3.0,
,0.0
2.0,
,0.0
,1.0
,
,0.0
,
3.0,
,
1.0,0.0
,
3.0,
,
,
,
2.0,
,
1.0,
,
,
,
,
3.0,
,
,
3.0,
,0.0
4.0,
,
2.0,
,
,
,
,0.0
,
,
,
,
,
,1.0
,0.0
,
2.0,
,
,
,
,
,
,
,
,
,
,
,1.0
,0.0
,0.0
,
3.0,0.0
,
,
2.0,
,
,0.0
,
6.0,
,
,
,
,
,0.0
,
,
,0.0
2.0,
,
1.0,0.0
2.0,0.0
2.0,0.0
,
,0.0
,
3.0,
,
,
,
,
,
,
,
2.0,
,
,
2.0,
,
4.0,0.0
,
3.0,
4.0,
2.0,
,
,
,1.0
,
,
,
,
,
,
,
,
3.0,
,
,
,0.0
,
,
,0.0
,
,
,
,
3.0,0.0
,0.0
,
,
,1.0
,
,
,
,
,
,
3.0,
,
,
,
,
,
,
2.0,0.0
,
,
,
,0.0
,
3.0,0.0
,
,0.0
,
1.0,
,0.0
,
,1.0
,
,
,
,
14.0,
,0.0
,
,
,
,
,
,1.0
,0.0
,1.0
,
,
,
,
,
,1.0
,
,
,
,0.0
2.0,0.0
,1.0
,
,
2.0,
1.0,
,
,
,
,0.0
2.0,
,
,
,
,
,
,0.0
,
,
,
1.0,
,
,
,
,
,
3.0,
4.0,0.0
,
5.0,0.0
,
2.0,
,
,0.0
,
,
,
,
,0.0
,0.0
,
,
,
,
4.0,
,
,
,
1.0,
,
,
,
,
,0.0
,
,
,
,
,0.0
,
,0.0
3.0,
,
,
4.0,0.0
,1.0
3.0,
,
,
,
,
,
,
,0.0
3.0,0.0
,
4.0,
,
,0.0
,
,
2.0,
,
1.0,
2.0,
,
,1.0
3.0,
,0.0
,
,
,
,
3.0,
,0.0
,0.0
,
,
,
,0.0
,
2.0,0.0
,
2.0,
,
,
4.0,
,
,
,0.0
,0.0
,1.0
,
,
,
,
2.0,
,
4.0,
4.0,
1.0,
,
,0.0
1.0,
10.0,
,
4.0,
,
,
,
,0.0
,
2.0,0.0
,
,
3.0,
4.0,
,
,
,0.0
,
,0.0
,1.0
,0.0
,
,
,
2.0,
,
,
8.0,
,
,0.0
,
,
2.0,
,
,
,
,
1.0,
,1.0
,
,
,
,1.0
,
1.0,
,
,
,
,
1.0,0.0
,
,
,
,
,
5.0,0.0
,
1.0,0.0
,0.0
4.0,
,
3.0,
,
,
3.0,
,0.0
,
,
,
,
1.0,
,
,
5.0,
4.0,0.0
2.0,
,0.0
,0.0
,
,0.0
7.0,0.0
,
,0.0
,
,
,
,
2.0,
1.0,
4.0,0.0
3.0,0.0
,0.0
,
,
,
,0.0
,
,0.0
1.0,
,
,
,1.0
,0.0
,
,
,0.0
,
2.0,
,
,
5.0,
,
,0.0
,
,
,0.0
,
1.0,
,0.0
,0.0
3.0,
3.0,
4.0,
,
,
,
,1.0
,
,
,
,
6.0,
1.0,
,
,
2.0,
3.0,
2.0,1.0
,0.0
,0.0
,
,
3.0,
,
,
,
,
,
,
,
,
,
4.0,
3.0,
,
,
,0.0
,
,
,
,0.0
,
,
,
,
,
,
2.0,
,
,0.0
3.0,
,
,
,
,
3.0,
,1.0
,
,0.0
2.0,
,
,
,1.0
,
4.0,
,0.0
,
,0.0
,
,
3.0,
,
,
,
,
,
3.0,
4.0,
,
4.0,
3.0,
,
,
4.0,
,
,
3.0,
4.0,
,
,0.0
,
,
,
9.0,
9.0,
,
2.0,
,0.0
,0.0
,
,
2.0,
,
,
4.0,
,
1.0,
,
,
,0.0
2.0,
,
,
,0.0
,
,
,
3.0,
,
2.0,
,
,
,
,
,1.0
,
4.0,1.0
,
,
,
,
,
,0.0
,
,
,
1.0,
,
,
,
,
,
,0.0
,
,
,
,0.0
,0.0
,
,
,
,
,
,0.0
,
2.0,0.0
,
3.0,
,
,
1.0,
,
,
3.0,
2.0,0.0
,
,
,
,
,
,
,
,
,
,1.0
,
5.0,
,
,
,
,0.0
,
,
,
,
,
2.0,
,
2.0,
,
,
,
,
,0.0
,
,
,
,0.0
,
,
,
4.0,
,
,0.0
,
,
2.0,1.0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,0.0
,
,
,
,
11.0,
,
,
,
5.0,1.0
,
,
,
,0.0
,
,
,0.0
,
2.0,0.0
,0.0
5.0,
,
5.0,1.0
1.0,
,
,
4.0,
,
,
,
,
,
,0.0
3.0,
,
,
2.0,
,0.0
1.0,
,
,1.0
,
4.0,0.0
3.0,
,
,
,
,
,
,0.0
4.0,
,
,
,
,
,
,
,
,
,
,
,1.0
,
,0.0
,
,
,
,
,0.0
,0.0
,
,
,
,
4.0,
,
,
,0.0
,
,
,
,1.0
,
5.0,
3.0,
,
,
,
,
,
,
,0.0
1.0,0.0
,0.0
,
,
4.0,
,0.0
,
,
,
,
,
,
,
,0.0
,0.0
,
,
3.0,
,
,
3.0,
3.0,
,
,
,
,0.0
,0.0
,
,
,
,
,
,
,
,
,
,
2.0,0.0
,1.0
2.0,0.0
4.0,
13.0,
,
4.0,0.0
,
,
3.0,
5.0,
,
,
,
,
,
,
,
,0.0
,
,
,
3.0,
,
,
,
,
,
,
,
4.0,0.0
,
5.0,
4.0,1.0
,
,
,
2.0,
,
,
,
,
3.0,
,
,
,
,
,0.0
,
,0.0
,
3.0,
,
,0.0
2.0,
,
,
,
4.0,
,
,
,1.0
,
,1.0
,
,
,
,
,
,
4.0,
,0.0
,
,0.0
,
,
,
,
4.0,0.0
,
,0.0
,
,
3.0,
,
,
,
12.0,
,
,0.0
,0.0
,
,
,
3.0,
,
,
2.0,
,
,
,
,
,
,
5.0,
,
,
,
,
,
,
,0.0
,0.0
1.0,
,
1.0,
,
,
,0.0
,0.0
,
,
,
,
4.0,
4.0,
4.0,
,1.0
,
,0.0
,
,1.0
,
,
,0.0
,1.0
,
,
,
,
,
,
,
,
,0.0
1.0,0.0
,0.0
,
,
,
,
,
,
,
,0.0
,
,0.0
1.0,
3.0,0.0
,
,
,0.0
,
,
,0.0
,1.0
,
,
,
4.0,
3.0,
17.0,
2.0,
,
,0.0
3.0,
,
,
,
,
,
,
,
1.0,
2.0,
,
,0.0
3.0,
,0.0
,
,0.0
,
,0.0
,
,
,0.0
,0.0
,0.0
,
,
,
2.0,
3.0,
3.0,
1.0,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
5.0,0.0
,
,0.0
,
,
,0.0
,
,
4.0,
,1.0
,
,0.0
3.0,
,
,
,
,
,
,1.0
,
,
,0.0
2.0,
,
,
,
,
,
2.0,
,
,
3.0,
,
2.0,1.0
,
,
2.0,
,
,
,
,
,
,0.0
,
,1.0
,
1.0,
,
,1.0
,1.0
4.0,
,0.0
,
,
1.0,
,
,
,
,
,
,
,0.0
,
,
,
,0.0
3.0,
,
,
,
,1.0
4.0,
,
,
4.0,
,
,
2.0,
,
,
,
,
,0.0
,0.0
,
,0.0
,0.0
,0.0
,
3.0,
2.0,
,
,0.0
,
,
,0.0
4.0,
,
,
4.0,
,1.0
,0.0
,0.0
,
4.0,0.0
,
,
,
,
,
,
,
,
,
,
,1.0
,
1.0,
,
,1.0
,
,0.0
,0.0
,0.0
,
,
,0.0
,
,
,0.0
,0.0
,
,
1.0,0.0
,0.0
,
,
,
,0.0
,0.0
3.0,
4.0,
,
,
,
2.0,
,
,0.0
,
,
4.0,
4.0,0.0
,0.0
5.0,
,0.0
,0.0
1.0,
,0.0
,
,0.0
1.0,
16.0,
,
,0.0
,
,
3.0,0.0
,
,0.0
4.0,
,
,
4.0,1.0
,
2.0,
,
,
,1.0
,
,0.0
4.0,
,
,
,0.0
2.0,
2.0,
,
,
,
,
,
2.0,0.0
,
1.0,0.0
4.0,
1.0,
,
,0.0
,
,
,
,
,
2.0,
,0.0
,
1.0,
3.0,
,
,
,
4.0,
,
,
3.0,
5.0,
3.0,
,
,
,1.0
,
,0.0
,
,
,
,
2.0,
,
,
,
,1.0
,1.0
2.0,
,
,1.0
,
,
,
,
,0.0
,0.0
4.0,
,0.0
,
1.0,0.0
,
,
,
,
,
,1.0
6.0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
6.0,
,0.0
,
,0.0
,1.0
,
,
3.0,
,0.0
4.0,1.0
3.0,
,
,0.0
,
,0.0
,
,
1.0,
,
4.0,
,
,
,
1.0,
,
,
,
,
,0.0
,
1.0,
4.0,
,
2.0,
,
,0.0
4.0,
,
,
,
,
,
,
,
,0.0
,
,
,
,
,
,
,
,
,
,
3.0,
,
,
,0.0
,
,
,
,
,
1.0,0.0
,
,
,
,
,
1.0,
3.0,0.0
,
,
4.0,
,
4.0,
1.0,
,
,
,
,
,
,0.0
2.0,
,1.0
4.0,
2.0,
3.0,
,
,
,1.0
,
,
,
3.0,
,
,
,0.0
,
,
,
,0.0
3.0,
,
,
,
,
,
,
,
,
,
,
,
1.0,
,0.0
,
,
,
,
,1.0
,
4.0,
,
3.0,
,0.0
,
1.0,
,0.0
,
,
,
,
,
,
,1.0
,
,
,
,0.0
,
,
,1.0
,
,
,
2.0,
,0.0
,
,0.0
,
,
,
,
,
1.0,
,0.0
,
,0.0
4.0,0.0
15.0,
,
,
,
,
,
,
,
,
,
